form	label	len	freq	train_freq	dev_freq	form	form_freq	label	num_labels	label_freq
충돌 회피 지원시스	TMI_SW	10	1	0	1	충돌 회피 지원시스	1	TMI_SW	1	69
충무공	PS_NAME	3	1	1	0	충무공	1	PS_NAME	1	17466
충북도립대학	OGG_EDUCATION	6	1	1	0	충북도립대학	1	OGG_EDUCATION	1	428
충북장애인부모연대	OGG_OTHERS	9	1	1	0	충북장애인부모연대	1	OGG_OTHERS	1	531
충북지방경찰청	OGG_POLITICS	7	1	1	0	충북지방경찰청	1	OGG_POLITICS	1	4492
충암중	OGG_EDUCATION	3	1	1	0	충암중	1	OGG_EDUCATION	1	428
충암중·고	OGG_EDUCATION	5	1	1	0	충암중·고	1	OGG_EDUCATION	1	428
충청남북도	LCP_PROVINCE	5	1	0	1	충청남북도	1	LCP_PROVINCE	1	936
충칭 리판	OGG_SPORTS	5	1	1	0	충칭 리판	1	OGG_SPORTS	1	970
충칭동방륜선(東方輪船)	OGG_ECONOMY	12	1	0	1	충칭동방륜선(東方輪船)	1	OGG_ECONOMY	1	1897
추격전	AFA_VIDEO	3	1	0	1	추격전	1	AFA_VIDEO	1	2287
추락 사고	EV_OTHERS	5	1	0	1	추락 사고	1	EV_OTHERS	1	826
추락사고	EV_OTHERS	4	1	0	1	추락사고	1	EV_OTHERS	1	826
추리작가	CV_OCCUPATION	4	1	0	1	추리작가	1	CV_OCCUPATION	1	3329
추모식	EV_OTHERS	3	1	0	1	추모식	1	EV_OTHERS	1	826
추모위	OGG_OTHERS	3	1	0	1	추모위	1	OGG_OTHERS	1	531
추모의 벽	AFA_ART_CRAFT	5	1	1	0	추모의 벽	1	AFA_ART_CRAFT	1	12
추미애	PS_NAME	3	1	1	0	추미애	1	PS_NAME	1	17466
추석특집	AFA_VIDEO	4	1	1	0	추석특집	1	AFA_VIDEO	1	2287
추이	PS_NAME	2	1	1	0	추이	1	PS_NAME	1	17466
추자면	LCP_COUNTY	3	1	1	0	추자면	1	LCP_COUNTY	1	919
추자항	LC_OTHERS	3	1	1	0	추자항	1	LC_OTHERS	1	905
추적 알고리즘	TMI_SW	7	1	0	1	추적 알고리즘	1	TMI_SW	1	69
축구경기	EV_SPORTS	4	1	1	0	축구경기	1	EV_SPORTS	1	720
축구대회	EV_SPORTS	4	1	0	1	축구대회	1	EV_SPORTS	1	720
축구회관	AF_BUILDING	4	1	1	0	축구회관	1	AF_BUILDING	1	447
축사	AF_BUILDING	2	1	0	1	축사	1	AF_BUILDING	1	447
춘란	PT_GRASS	2	1	1	0	춘란	1	PT_GRASS	1	28
춘리	PS_NAME	2	1	1	0	춘리	1	PS_NAME	1	17466
춘양가	AFA_MUSIC	3	1	1	0	춘양가	1	AFA_MUSIC	1	180
춘천경찰서	OGG_POLITICS	5	1	0	1	춘천경찰서	1	OGG_POLITICS	1	4492
춘천지검	OGG_LAW	4	1	1	0	춘천지검	1	OGG_LAW	1	400
충주호수축제	EV_FESTIVAL	6	1	1	0	충주호수축제	1	EV_FESTIVAL	1	139
추적60분	AFA_VIDEO	5	1	1	0	추적60분	1	AFA_VIDEO	1	2287
충청남도	LCP_PROVINCE	4	1	1	0	충청남도	1	LCP_PROVINCE	1	936
추진위	OGG_POLITICS	3	1	1	0	추진위	1	OGG_POLITICS	1	4492
충칭	LCP_CITY	2	1	1	0	충칭	1	LCP_CITY	1	1262
췌장	TM_CELL_TISSUE_ORGAN	2	1	1	0	췌장	1	TM_CELL_TISSUE_ORGAN	1	113
췌장암	TMM_DISEASE	3	1	1	0	췌장암	1	TMM_DISEASE	1	341
취임식준비위원회	OGG_POLITICS	8	1	1	0	취임식준비위원회	1	OGG_POLITICS	1	4492
취임준비위	OGG_POLITICS	5	1	1	0	취임준비위	1	OGG_POLITICS	1	4492
취재	CV_OCCUPATION	2	1	1	0	취재	1	CV_OCCUPATION	1	3329
취재 기자	CV_OCCUPATION	5	1	1	0	취재 기자	1	CV_OCCUPATION	1	3329
취준생 서프라이즈	AFA_VIDEO	9	1	1	0	취준생 서프라이즈	1	AFA_VIDEO	1	2287
취징시	LCP_CITY	3	1	1	0	취징시	1	LCP_CITY	1	1262
츠마부키	PS_CHARACTER	4	1	1	0	츠마부키	1	PS_CHARACTER	1	969
츠마부키 사토시	PS_NAME	8	1	1	0	츠마부키 사토시	1	PS_NAME	1	17466
츠지야안나	PS_NAME	5	1	1	0	츠지야안나	1	PS_NAME	1	17466
츠치야 안나	AFA_VIDEO	6	1	1	0	츠치야 안나	1	AFA_VIDEO	1	2287
츤데레	AFA_VIDEO	3	1	1	0	츤데레	1	AFA_VIDEO	1	2287
치바 유다이	PS_NAME	6	1	0	1	치바 유다이	1	PS_NAME	1	17466
치안·내무장관	CV_POSITION	7	1	1	0	치안·내무장관	1	CV_POSITION	1	4290
치어리더 쏭'	AFA_MUSIC	7	1	0	1	치어리더 쏭'	1	AFA_MUSIC	1	180
치즈루	PS_NAME	3	1	1	0	치즈루	1	PS_NAME	1	17466
치킨런 월레스와그로밋 패트와매트	AFA_VIDEO	17	1	0	1	치킨런 월레스와그로밋 패트와매트	1	AFA_VIDEO	1	2287
친구	AFA_VIDEO	2	1	0	1	친구	1	AFA_VIDEO	1	2287
친구라도 될 걸 그랬어	AFA_MUSIC	12	1	0	1	친구라도 될 걸 그랬어	1	AFA_MUSIC	1	180
친권	CV_LAW	2	1	1	0	친권	1	CV_LAW	1	763
친모	CV_RELATION	2	1	1	0	친모	1	CV_RELATION	1	1679
친부인	CV_RELATION	3	1	1	0	친부인	1	CV_RELATION	1	1679
친일반민족행위진상규명위원회	OGG_OTHERS	14	1	1	0	친일반민족행위진상규명위원회	1	OGG_OTHERS	1	531
친자녀	CV_RELATION	3	1	1	0	친자녀	1	CV_RELATION	1	1679
친자식	CV_RELATION	3	1	1	0	친자식	1	CV_RELATION	1	1679
친절한 금자씨	AFA_VIDEO	7	1	0	1	친절한 금자씨	1	AFA_VIDEO	1	2287
칠곡	LCP_COUNTY	2	1	1	0	칠곡	1	LCP_COUNTY	1	919
칠년	DT_DURATION	2	1	1	0	칠년	1	DT_DURATION	1	1879
칠득	PS_NAME	2	1	0	1	칠득	1	PS_NAME	1	17466
칠레 U-17 월드컵	EV_SPORTS	11	1	1	0	칠레 U-17 월드컵	1	EV_SPORTS	1	720
칠점대	QT_OTHERS	3	1	1	0	칠점대	1	QT_OTHERS	1	1946
침례교회	OGG_RELIGION	4	1	1	0	침례교회	1	OGG_RELIGION	1	92
칭다오	LCP_CITY	3	1	1	0	칭다오	1	LCP_CITY	1	1262
칭다오 호텔	OGG_HOTEL	6	1	0	1	칭다오 호텔	1	OGG_HOTEL	1	56
칭다오항	LC_OTHERS	4	1	0	1	칭다오항	1	LC_OTHERS	1	905
칭짱(靑藏)고원	LC_OTHERS	8	1	0	1	칭짱(靑藏)고원	1	LC_OTHERS	1	905
칭짱(青藏) 철도	AF_ROAD	9	1	1	0	칭짱(青藏) 철도	1	AF_ROAD	1	154
칭짱고원	LC_OTHERS	4	1	0	1	칭짱고원	1	LC_OTHERS	1	905
칭찬합시다	TMI_SERVICE	5	1	0	1	칭찬합시다	1	TMI_SERVICE	1	699
칭하이(靑海)성	LCP_PROVINCE	8	1	1	0	칭하이(靑海)성	1	LCP_PROVINCE	1	936
치과협회	OGG_MEDICINE	4	1	1	0	치과협회	1	OGG_MEDICINE	1	143
치맥	CV_FOOD	2	1	0	1	치맥	1	CV_FOOD	1	360
치바	PS_CHARACTER	2	1	1	0	치바	1	PS_CHARACTER	1	969
치어리더	CV_OCCUPATION	4	1	1	0	치어리더	1	CV_OCCUPATION	1	3329
치주질환	TMM_DISEASE	4	1	1	0	치주질환	1	TMM_DISEASE	1	341
치짜	CV_FOOD	2	1	0	1	치짜	1	CV_FOOD	1	360
치코 카무스	PS_NAME	6	1	1	0	치코 카무스	1	PS_NAME	1	17466
친니친니	AFA_VIDEO	4	1	1	0	친니친니	1	AFA_VIDEO	1	2287
친일인명사전	AFA_DOCUMENT	6	1	1	0	친일인명사전	1	AFA_DOCUMENT	1	181
친척동생	CV_RELATION	4	1	1	0	친척동생	1	CV_RELATION	1	1679
치킨파티	OGG_FOOD	4	1	1	0	치킨파티	1	OGG_FOOD	1	181
친구 2	AFA_VIDEO	4	1	0	1	친구 2	1	AFA_VIDEO	1	2287
친선경기	EV_SPORTS	4	1	0	1	친선경기	1	EV_SPORTS	1	720
치파오	CV_CLOTHING	3	1	1	0	치파오	1	CV_CLOTHING	1	193
카	AFA_VIDEO	1	1	1	0	카	1	AFA_VIDEO	1	2287
카 2	AFA_VIDEO	3	1	1	0	카 2	1	AFA_VIDEO	1	2287
카2	AFA_VIDEO	2	1	1	0	카2	1	AFA_VIDEO	1	2287
카가와 테루유키	PS_NAME	8	1	1	0	카가와 테루유키	1	PS_NAME	1	17466
카네기홀	AF_BUILDING	4	1	1	0	카네기홀	1	AF_BUILDING	1	447
카드뮴	MT_ELEMENT	3	1	1	0	카드뮴	1	MT_ELEMENT	1	16
카라프로젝트: 더 비기닝	AFA_VIDEO	13	1	1	0	카라프로젝트: 더 비기닝	1	AFA_VIDEO	1	2287
카람사	PS_NAME	3	1	1	0	카람사	1	PS_NAME	1	17466
카라치	LCP_CITY	3	1	0	1	카라치	1	LCP_CITY	1	1262
카루소	PS_NAME	3	1	1	0	카루소	1	PS_NAME	1	17466
카를로	PS_NAME	3	1	1	0	카를로	1	PS_NAME	1	17466
카를로스 고리토	PS_NAME	8	1	1	0	카를로스 고리토	1	PS_NAME	1	17466
카를로스 쿠엔틴	PS_NAME	8	1	1	0	카를로스 쿠엔틴	1	PS_NAME	1	17466
카림 벤제마	PS_NAME	6	1	0	1	카림 벤제마	1	PS_NAME	1	17466
카리수마	PS_CHARACTER	4	1	1	0	카리수마	1	PS_CHARACTER	1	969
카마이크 시네마스	OGG_ART	9	1	1	0	카마이크 시네마스	1	OGG_ART	1	56
카메런	PS_NAME	3	1	1	0	카메런	1	PS_NAME	1	17466
카메론 크로우	PS_NAME	7	1	0	1	카메론 크로우	1	PS_NAME	1	17466
카미스 마타르 알 무자이나	PS_NAME	14	1	1	0	카미스 마타르 알 무자이나	1	PS_NAME	1	17466
카본3D	OGG_ECONOMY	4	1	1	0	카본3D	1	OGG_ECONOMY	1	1897
카사블랑카	AFA_VIDEO	5	1	0	1	카사블랑카	1	AFA_VIDEO	1	2287
카슈미르	LCP_CITY	4	1	1	0	카슈미르	1	LCP_CITY	1	1262
카스미	PS_NAME	3	1	1	0	카스미	1	PS_NAME	1	17466
카스타드	CV_FOOD	4	1	1	0	카스타드	1	CV_FOOD	1	360
카스트루	PS_NAME	4	1	1	0	카스트루	1	PS_NAME	1	17466
카시야	PS_NAME	3	1	0	1	카시야	1	PS_NAME	1	17466
카오루 히카루	PS_NAME	7	1	1	0	카오루 히카루	1	PS_NAME	1	17466
카오맨	PS_CHARACTER	3	1	1	0	카오맨	1	PS_CHARACTER	1	969
카와사키	PS_NAME	4	1	0	1	카와사키	1	PS_NAME	1	17466
카운티 교육청	OGG_POLITICS	7	1	1	0	카운티 교육청	1	OGG_POLITICS	1	4492
카우보이	CV_OCCUPATION	4	1	1	0	카우보이	1	CV_OCCUPATION	1	3329
카우치 사건	EV_OTHERS	6	1	1	0	카우치 사건	1	EV_OTHERS	1	826
카이사르	PS_NAME	4	1	1	0	카이사르	1	PS_NAME	1	17466
카이저소제	PS_CHARACTER	5	1	1	0	카이저소제	1	PS_CHARACTER	1	969
카잔 월드컵	EV_SPORTS	6	1	1	0	카잔 월드컵	1	EV_SPORTS	1	720
카잔 하계유니버시아드	EV_OTHERS	11	1	1	0	카잔 하계유니버시아드	1	EV_OTHERS	1	826
카즈마	PS_CHARACTER	3	1	0	1	카즈마	1	PS_CHARACTER	1	969
카카	PS_NAME	2	1	1	0	카카	1	PS_NAME	1	17466
카카오 스토리	TMI_SERVICE	7	1	1	0	카카오 스토리	1	TMI_SERVICE	1	699
카카오파머 제주	TMI_SERVICE	8	1	1	0	카카오파머 제주	1	TMI_SERVICE	1	699
카탈린	PS_NAME	3	1	1	0	카탈린	1	PS_NAME	1	17466
카톨릭	OGG_RELIGION	3	1	1	0	카톨릭	1	OGG_RELIGION	1	92
카투 올레 메티토	PS_NAME	9	1	1	0	카투 올레 메티토	1	PS_NAME	1	17466
카투사	CV_OCCUPATION	3	1	1	0	카투사	1	CV_OCCUPATION	1	3329
카트맨	PS_CHARACTER	3	1	0	1	카트맨	1	PS_CHARACTER	1	969
카페 파우더룸	OGG_MEDIA	7	1	1	0	카페 파우더룸	1	OGG_MEDIA	1	1194
칸국제영화제	EV_FESTIVAL	6	1	1	0	칸국제영화제	1	EV_FESTIVAL	1	139
칸나	PS_NAME	2	1	0	1	칸나	1	PS_NAME	1	17466
칸나임	PS_NAME	3	1	0	1	칸나임	1	PS_NAME	1	17466
칼 라거펠트	PS_NAME	6	1	0	1	칼 라거펠트	1	PS_NAME	1	17466
칼 어번	PS_NAME	4	1	1	0	칼 어번	1	PS_NAME	1	17466
칼국수	CV_FOOD	3	1	1	0	칼국수	1	CV_FOOD	1	360
칼라TV	TMI_HW	4	1	1	0	칼라TV	1	TMI_HW	1	733
칼라시니코프	AF_WEAPON	6	1	0	1	칼라시니코프	1	AF_WEAPON	1	282
칼럼세상	OGG_MEDIA	4	1	1	0	칼럼세상	1	OGG_MEDIA	1	1194
칼레드 마샤알	PS_NAME	7	1	1	0	칼레드 마샤알	1	PS_NAME	1	17466
칼리드	PS_NAME	3	1	1	0	칼리드	1	PS_NAME	1	17466
칼리보 공항	LC_OTHERS	6	1	1	0	칼리보 공항	1	LC_OTHERS	1	905
칼리아리 칼초	PS_NAME	7	1	0	1	칼리아리 칼초	1	PS_NAME	1	17466
칼리토	PS_NAME	3	1	0	1	칼리토	1	PS_NAME	1	17466
칼빈슨	AF_TRANSPORT	3	1	1	0	칼빈슨	1	AF_TRANSPORT	1	1023
칼빈슨호	AF_TRANSPORT	4	1	1	0	칼빈슨호	1	AF_TRANSPORT	1	1023
칼세이건	PS_NAME	4	1	1	0	칼세이건	1	PS_NAME	1	17466
칼시토닌 약	TMM_DRUG	6	1	1	0	칼시토닌 약	1	TMM_DRUG	1	44
칼어번	PS_NAME	3	1	1	0	칼어번	1	PS_NAME	1	17466
칼펜	AFA_VIDEO	2	1	1	0	칼펜	1	AFA_VIDEO	1	2287
칼호텔네트워크	OGG_ECONOMY	7	1	0	1	칼호텔네트워크	1	OGG_ECONOMY	1	1897
카게무샤	PS_CHARACTER	4	1	0	1	카게무샤	1	PS_CHARACTER	1	969
카네기멜론대학	OGG_EDUCATION	7	1	0	1	카네기멜론대학	1	OGG_EDUCATION	1	428
카네이션	PT_FLOWER	4	1	0	1	카네이션	1	PT_FLOWER	1	26
카니발	EV_FESTIVAL	3	1	1	0	카니발	1	EV_FESTIVAL	1	139
카니예 웨스트	PS_NAME	7	1	1	0	카니예 웨스트	1	PS_NAME	1	17466
카다시안	PS_NAME	4	1	1	0	카다시안	1	PS_NAME	1	17466
카드보드	AFW_OTHER_PRODUCTS	4	1	0	1	카드보드	1	AFW_OTHER_PRODUCTS	1	292
카레이서	CV_OCCUPATION	4	1	1	0	카레이서	1	CV_OCCUPATION	1	3329
카렌 잭	PS_NAME	4	1	1	0	카렌 잭	1	PS_NAME	1	17466
카를로스 추바	PS_NAME	7	1	1	0	카를로스 추바	1	PS_NAME	1	17466
카림 벨라라비	PS_NAME	7	1	1	0	카림 벨라라비	1	PS_NAME	1	17466
캄차카 반도	LCG_BAY	6	1	0	1	캄차카 반도	1	LCG_BAY	1	45
카론	PS_NAME	2	1	1	0	카론	1	PS_NAME	1	17466
카밀	PS_CHARACTER	2	1	1	0	카밀	1	PS_CHARACTER	1	969
카산드라	PS_NAME	4	1	1	0	카산드라	1	PS_NAME	1	17466
카사노바	PS_NAME	4	1	1	0	카사노바	1	PS_NAME	1	17466
카이어스	PS_NAME	4	1	1	0	카이어스	1	PS_NAME	1	17466
카체이싱	CV_SPORTS	4	1	1	0	카체이싱	1	CV_SPORTS	1	233
카카롯트	PS_CHARACTER	4	1	0	1	카카롯트	1	PS_CHARACTER	1	969
카페베네	OGG_FOOD	4	1	1	0	카페베네	1	OGG_FOOD	1	181
카프릴레스	PS_NAME	5	1	0	1	카프릴레스	1	PS_NAME	1	17466
카플레이	TMI_SERVICE	4	1	1	0	카플레이	1	TMI_SERVICE	1	699
칼 모양	TM_SHAPE	4	1	1	0	칼 모양	1	TM_SHAPE	1	28
캄	LCP_PROVINCE	1	1	0	1	캄	1	LCP_PROVINCE	1	936
캔들	PS_NAME	2	1	1	0	캔들	1	PS_NAME	1	17466
캔맥주 모양	TM_SHAPE	6	1	1	0	캔맥주 모양	1	TM_SHAPE	1	28
캘리	LCP_PROVINCE	2	1	1	0	캘리	1	LCP_PROVINCE	1	936
캘리그래퍼	CV_OCCUPATION	5	1	1	0	캘리그래퍼	1	CV_OCCUPATION	1	3329
캠브리지 대학	OGG_EDUCATION	7	1	1	0	캠브리지 대학	1	OGG_EDUCATION	1	428
캠코	OGG_POLITICS	2	1	1	0	캠코	1	OGG_POLITICS	1	4492
캠코더	TMI_HW	3	1	1	0	캠코더	1	TMI_HW	1	733
캠프 사고참사	EV_OTHERS	7	1	1	0	캠프 사고참사	1	EV_OTHERS	1	826
캠핑카	AF_TRANSPORT	3	1	1	0	캠핑카	1	AF_TRANSPORT	1	1023
캡사이신보	CV_FOOD	5	1	0	1	캡사이신보	1	CV_FOOD	1	360
캡틴 아메리카: 시빌 워	AFA_VIDEO	13	1	1	0	캡틴 아메리카: 시빌 워	1	AFA_VIDEO	1	2287
캡틴아메리카 아이스크림	CV_FOOD	12	1	1	0	캡틴아메리카 아이스크림	1	CV_FOOD	1	360
캐논 슈터	AFW_OTHER_PRODUCTS	5	1	1	0	캐논 슈터	1	AFW_OTHER_PRODUCTS	1	292
캐더린	PS_CHARACTER	3	1	1	0	캐더린	1	PS_CHARACTER	1	969
캐러멜	CV_FOOD	3	1	1	0	캐러멜	1	CV_FOOD	1	360
캐롤	PS_CHARACTER	2	1	0	1	캐롤	1	PS_CHARACTER	1	969
캐롤라이나 팬서스	OGG_SPORTS	9	1	1	0	캐롤라이나 팬서스	1	OGG_SPORTS	1	970
캐리	PS_CHARACTER	2	1	1	0	캐리	1	PS_CHARACTER	1	969
캐리 앤 모스	PS_NAME	7	1	1	0	캐리 앤 모스	1	PS_NAME	1	17466
캐리비안의 해적5	AFA_VIDEO	9	1	1	0	캐리비안의 해적5	1	AFA_VIDEO	1	2287
캐머런 크로우	PS_NAME	7	1	1	0	캐머런 크로우	1	PS_NAME	1	17466
캐미	AFW_OTHER_PRODUCTS	2	1	1	0	캐미	1	AFW_OTHER_PRODUCTS	1	292
캐빈	PS_NAME	2	1	1	0	캐빈	1	PS_NAME	1	17466
캐서린 비글로우	PS_NAME	8	1	1	0	캐서린 비글로우	1	PS_NAME	1	17466
캡슐 내시경	TR_MEDICINE	6	1	1	0	캡슐 내시경	1	TR_MEDICINE	1	82
캐나다 영화	CV_ART	6	1	1	0	캐나다 영화	1	CV_ART	1	674
캐논 코리아	OGG_ECONOMY	6	1	1	0	캐논 코리아	1	OGG_ECONOMY	1	1897
캠핀스키그룹	OGG_ECONOMY	6	1	0	1	캠핀스키그룹	1	OGG_ECONOMY	1	1897
캐슬린	PS_CHARACTER	3	1	1	0	캐슬린	1	PS_CHARACTER	1	969
캐스터	CV_OCCUPATION	3	1	0	1	캐스터	1	CV_OCCUPATION	1	3329
캐시	PS_NAME	2	1	0	1	캐시	1	PS_NAME	1	17466
캐시디	PS_NAME	3	1	0	1	캐시디	1	PS_NAME	1	17466
캐주얼동	LCP_COUNTY	4	1	1	0	캐주얼동	1	LCP_COUNTY	1	919
캐피털원컵	EV_SPORTS	5	1	1	0	캐피털원컵	1	EV_SPORTS	1	720
캔디 고	PS_NAME	4	1	0	1	캔디 고	1	PS_NAME	1	17466
캔디케인	AFA_VIDEO	4	1	0	1	캔디케인	1	AFA_VIDEO	1	2287
캡	PS_NAME	1	1	0	1	캡	1	PS_NAME	1	17466
캡사이신	MT_CHEMICAL	4	1	1	0	캡사이신	1	MT_CHEMICAL	1	114
캡아	PS_CHARACTER	2	1	1	0	캡아	1	PS_CHARACTER	1	969
캡차	TMI_SW	2	1	1	0	캡차	1	TMI_SW	1	69
캣	AM_MAMMALIA	1	1	1	0	캣	1	AM_MAMMALIA	1	165
캣맘	PS_NAME	2	1	1	0	캣맘	1	PS_NAME	1	17466
캣우먼	PS_CHARACTER	3	1	0	1	캣우먼	1	PS_CHARACTER	1	969
캣츠아이	OGG_ECONOMY	4	1	1	0	캣츠아이	1	OGG_ECONOMY	1	1897
캥거루	AM_MAMMALIA	3	1	1	0	캥거루	1	AM_MAMMALIA	1	165
캬라멜라떼	CV_DRINK	5	1	1	0	캬라멜라떼	1	CV_DRINK	1	169
컬럼비아 언론대학원	OGG_EDUCATION	10	1	1	0	컬럼비아 언론대학원	1	OGG_EDUCATION	1	428
컬러오브나이트	AFA_VIDEO	7	1	1	0	컬러오브나이트	1	AFA_VIDEO	1	2287
컬링 여자 대표팀	OGG_SPORTS	9	1	1	0	컬링 여자 대표팀	1	OGG_SPORTS	1	970
컬링 여자대표팀	OGG_SPORTS	8	1	1	0	컬링 여자대표팀	1	OGG_SPORTS	1	970
커넥티드 카메라	TMI_HW	8	1	1	0	커넥티드 카메라	1	TMI_HW	1	733
커트니 콕스	PS_NAME	6	1	1	0	커트니 콕스	1	PS_NAME	1	17466
커플예감 필링유	OGG_ECONOMY	8	1	0	1	커플예감 필링유	1	OGG_ECONOMY	1	1897
컨	OGG_ECONOMY	1	1	1	0	컨	1	OGG_ECONOMY	1	1897
컨리	PS_NAME	2	1	1	0	컨리	1	PS_NAME	1	17466
컨설턴트	CV_OCCUPATION	4	1	1	0	컨설턴트	1	CV_OCCUPATION	1	3329
컨슈머리포트	OGG_MEDIA	6	1	1	0	컨슈머리포트	1	OGG_MEDIA	1	1194
컬러TV	TMI_HW	4	1	1	0	컬러TV	1	TMI_HW	1	733
컬러스	AFW_OTHER_PRODUCTS	3	1	1	0	컬러스	1	AFW_OTHER_PRODUCTS	1	292
컬링 대표팀	OGG_SPORTS	6	1	1	0	컬링 대표팀	1	OGG_SPORTS	1	970
컴	TMI_HW	1	1	1	0	컴	1	TMI_HW	1	733
컴패션	OGG_ECONOMY	3	1	1	0	컴패션	1	OGG_ECONOMY	1	1897
컴퓨터 그래픽	TMI_HW	7	1	1	0	컴퓨터 그래픽	1	TMI_HW	1	733
커런트 생물학	AFA_DOCUMENT	7	1	1	0	커런트 생물학	1	AFA_DOCUMENT	1	181
커먼그라운드	LC_OTHERS	6	1	1	0	커먼그라운드	1	LC_OTHERS	1	905
커뮤니케이션학	FD_SCIENCE	7	1	0	1	커뮤니케이션학	1	FD_SCIENCE	1	39
커스틴 던스트	PS_NAME	7	1	1	0	커스틴 던스트	1	PS_NAME	1	17466
컬링센터	AF_BUILDING	4	1	1	0	컬링센터	1	AF_BUILDING	1	447
컬투	AFA_VIDEO	2	1	1	0	컬투	1	AFA_VIDEO	1	2287
컴퓨터게임	TMIG_GENRE	5	1	0	1	컴퓨터게임	1	TMIG_GENRE	1	14
컵케이크	CV_FOOD	4	1	1	0	컵케이크	1	CV_FOOD	1	360
컷 패스트볼	TM_SPORTS	6	1	0	1	컷 패스트볼	1	TM_SPORTS	1	339
커리어	OGG_ECONOMY	3	1	1	0	커리어	1	OGG_ECONOMY	1	1897
커스버트	PS_NAME	4	1	0	1	커스버트	1	PS_NAME	1	17466
커트러셀	PS_NAME	4	1	1	0	커트러셀	1	PS_NAME	1	17466
커피빈	OGG_FOOD	3	1	1	0	커피빈	1	OGG_FOOD	1	181
커피클래식	AFA_PERFORMANCE	5	1	0	1	커피클래식	1	AFA_PERFORMANCE	1	27
커피하우스	AFA_VIDEO	5	1	1	0	커피하우스	1	AFA_VIDEO	1	2287
컴버배치	PS_NAME	4	1	1	0	컴버배치	1	PS_NAME	1	17466
커티스	PS_NAME	3	1	0	1	커티스	1	PS_NAME	1	17466
컵스	OGG_SPORTS	2	1	0	1	컵스	1	OGG_SPORTS	1	970
커플	QT_MAN_COUNT	2	1	0	1	커플	1	QT_MAN_COUNT	1	2224
케	PS_NAME	1	1	1	0	케	1	PS_NAME	1	17466
케냐 쇼핑몰 테러	EV_OTHERS	9	1	1	0	케냐 쇼핑몰 테러	1	EV_OTHERS	1	826
케네디 암살사건	EV_OTHERS	8	1	1	0	케네디 암살사건	1	EV_OTHERS	1	826
케렘 데미르베이	PS_NAME	8	1	1	0	케렘 데미르베이	1	PS_NAME	1	17466
케리비안의 해적	AFA_VIDEO	8	1	1	0	케리비안의 해적	1	AFA_VIDEO	1	2287
케빈 베이컨	PS_NAME	6	1	1	0	케빈 베이컨	1	PS_NAME	1	17466
케빈 워릭	PS_NAME	5	1	1	0	케빈 워릭	1	PS_NAME	1	17466
케빈 지거스	PS_NAME	6	1	1	0	케빈 지거스	1	PS_NAME	1	17466
케빈 프린스 보아텡	PS_NAME	10	1	0	1	케빈 프린스 보아텡	1	PS_NAME	1	17466
케빈-프린스 보아텡	PS_NAME	10	1	0	1	케빈-프린스 보아텡	1	PS_NAME	1	17466
케일라 진 뮬러	PS_NAME	8	1	0	1	케일라 진 뮬러	1	PS_NAME	1	17466
케이드 포스터	PS_NAME	7	1	1	0	케이드 포스터	1	PS_NAME	1	17466
케이트 블랑쉐	PS_NAME	7	1	1	0	케이트 블랑쉐	1	PS_NAME	1	17466
케이트 업튼	PS_NAME	6	1	1	0	케이트 업튼	1	PS_NAME	1	17466
케이트베킨세일	PS_NAME	7	1	1	0	케이트베킨세일	1	PS_NAME	1	17466
케이트블란쳇	PS_NAME	6	1	0	1	케이트블란쳇	1	PS_NAME	1	17466
켄드릭 라마	PS_NAME	6	1	0	1	켄드릭 라마	1	PS_NAME	1	17466
케임브리지	OGG_EDUCATION	5	1	1	0	케임브리지	1	OGG_EDUCATION	1	428
켄 로치	PS_NAME	4	1	1	0	켄 로치	1	PS_NAME	1	17466
켄로치	PS_NAME	3	1	1	0	켄로치	1	PS_NAME	1	17466
켄리 얀선	PS_NAME	5	1	1	0	켄리 얀선	1	PS_NAME	1	17466
켄터키 주	LCP_PROVINCE	5	1	1	0	켄터키 주	1	LCP_PROVINCE	1	936
케네디	PS_NAME	3	1	1	0	케네디	1	PS_NAME	1	17466
케니지	PS_NAME	3	1	1	0	케니지	1	PS_NAME	1	17466
케빈 롱	PS_NAME	4	1	1	0	케빈 롱	1	PS_NAME	1	17466
케서방	PS_NAME	3	1	1	0	케서방	1	PS_NAME	1	17466
케시	PS_NAME	2	1	1	0	케시	1	PS_NAME	1	17466
케이만	LCP_PROVINCE	3	1	1	0	케이만	1	LCP_PROVINCE	1	936
케이만군도	LCG_ISLAND	5	1	0	1	케이만군도	1	LCG_ISLAND	1	124
케이블	OGG_MEDIA	3	1	0	1	케이블	1	OGG_MEDIA	1	1194
케이블tv	TMI_SERVICE	5	1	0	1	케이블tv	1	TMI_SERVICE	1	699
케이블TV	TMI_SERVICE	5	1	0	1	케이블TV	1	TMI_SERVICE	1	699
케이블가이	AFA_VIDEO	5	1	0	1	케이블가이	1	AFA_VIDEO	1	2287
케이츠	PS_NAME	3	1	1	0	케이츠	1	PS_NAME	1	17466
케이타	PS_NAME	3	1	1	0	케이타	1	PS_NAME	1	17466
케이토	PS_NAME	3	1	1	0	케이토	1	PS_NAME	1	17466
케이트헛슨	PS_NAME	5	1	1	0	케이트헛슨	1	PS_NAME	1	17466
케이티 김	PS_NAME	5	1	1	0	케이티 김	1	PS_NAME	1	17466
케이티김	PS_NAME	4	1	1	0	케이티김	1	PS_NAME	1	17466
